CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,MODALIDAD,JORNADA,PLAN,DEPARTAMENTO_FINAL
01-10-0139-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO JARDINES DE SAN GABRIEL,"SECTOR B, CASAS 7 Y 8, CONDOMINIO JARDINES DE SAN GABRIEL",40065642,CEDWIN EUGENIO CRUZ BUCARO,MADELINE LORENA SANDOVAL LÓPEZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0152-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO,LOTE 11 MANZANA H SECTOR 3-B COLONIA EL EDEN,55161162,VINICIO ARNOLDO NAJERA CARDONA,OSCAR RODOLFO GARZA GARCIA,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0153-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO CITEC,LOTE 11 MANZANA H SECTOR 3-B COLONIA EL EDEN,55161162,VINICIO ARNOLDO NAJERA CARDONA,OSCAR RODOLFO GARZA GARCIA,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0154-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTEGRAL TECNOLOGICO CIENTIFICO CITEC,LOTE 11 MANZANA H SECTOR 3-B COLONIA EL EDEN,48429717,CEDWIN EUGENIO CRUZ BUCARO,OSCAR RODOLFO GARZA GARCIA,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0157-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO,LOTE 11 MANZANA H SECTOR 3 B COLONIA EL EDEN,55161162,VINICIO ARNOLDO NAJERA CARDONA,MIRIAM REBECA BARRIENTOS GONZÁLEZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0169-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO JARDINES DE SAN GABRIEL,"CASAS 6,7,8, Y 9 CONDOMINIO JARDINES DE SAN GABRIEL CARRETERA A CIUDAD QUETZAL",40065642,VINICIO ARNOLDO NAJERA CARDONA,MADELINE LORENA SANDOVAL LÓPEZ,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0186-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO SECRETARIAL LA LUZ,LOTE 3 MANZANA M COLONIA LINDA VISTA 1 CIUDAD QUETZAL,58427096,VINICIO ARNOLDO NAJERA CARDONA,LILIAN MARIBEL BOR,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0188-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO LICEO TECNOLÓGICO CIUDAD QUETZAL,"LOTE 18 MANZANA 1 COLONIA CIUDAD QUETZAL Y LOTES CONTIGUOS 1, 2 Y 3 MANZANA A DE LA COLONIA PORTAL DEL QUETZAL",43995267,CEDWIN EUGENIO CRUZ BUCARO,LIBERTAD AMERICA AMEZQUITA SALAZAR,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0189-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO LICEO TECNOLÓGICO CIUDAD QUETZAL,"LOTE 18 MANZANA 1 COLONIA CIUDAD QUETZAL Y LOTES CONTIGUOS 1, 2 Y 3 MANZANA A DE LA COLONIA PORTAL DEL QUETZAL",43995267,VINICIO ARNOLDO NAJERA CARDONA,NANCY PAOLA BOROR LÓPEZ,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0197-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO ENSENADA DEL QUETZAL,"KILOMETRO 26.5 CARRETERA A SAN RAYMUNDO, RESIDENCIALES ENSENADA DEL QUETZAL",38193457,VINICIO ARNOLDO NAJERA CARDONA,DELIA ESPERANZA BAJXAC GARCIA,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0198-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO OPORTUNIDAD PARA LOS NIÑOS Y EL ARTESANO 3000 (KINDERCHANCE Y HANDWERK 3000),"CALLE DE LA ESCUELA POLITÉCNICA, LOTE NO. 55 ALDEA LA COMUNIDAD DE RUIZ, SAN JUAN SACATEPÉQUEZ",66303915,MARIA DE LOS ANGELES GONZALEZ ALDANA,OLGA MARINA SARAVIA PORTILLO,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0200-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO,LOTE 11 MANZANA H SECTOR 3-B COLONIA EL EDÉN,55161162,VINICIO ARNOLDO NAJERA CARDONA,OSCAR RODOLFO GARZA GARCIA,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0203-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO MARIANO TOTUS TUUS,9 AVENIDA A 7-07 ZONA 1,66303803,LESBIA MARICELA COTZOJAY PATZAN,MARIA ELENA ALQUIJAY PIRIR,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0212-46,01-639,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO ESTUARDO NOVELLA CAMACHO - CENCA,"FINCA SAN GABRIEL BUENA VISTA, SAN ANTONIO LAS TROJES.",56326233,LUDVIN RICARDO URRUTIA LORENTI,CHRISTIE SANDY CRUZ ORTÍZ,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0217-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTELIGENCIAS MULTIPLES,7A. AVENIDA 7-13 ZONA 1,66695040,LESBIA MARICELA COTZOJAY PATZAN,CÉSAR ARMANDO CABRERA GARCÍA,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0219-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO MACEDONIA,"GRANJA ALEJANDRA LOTE 3, ENTRADA A LO DE MEJIA, CIUDAD QUETZAL SAN JUAN SACATEPÉQUEZ",51191860,VINICIO ARNOLDO NAJERA CARDONA,VILMA LIZETH COTZOJAY NOJ,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0220-46,01-401,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTELIGENCIAS MULTIPLES,7A. AVENIDA 7-13 ZONA 1,66695040,IXMUCANE ALDANA VILLAVICENCIO,CÉSAR ARMANDO CABRERA GARCÍA,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0238-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),"KILOMETRO 36.5, LOTE 12 ALDEA COMUNIDAD DE RUIZ",47395508,MARIA DE LOS ANGELES GONZALEZ ALDANA,NANCY KARINA BAC GUAT,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0243-46,01-611,GUATEMALA,SAN JUAN SACATEPEQUEZ,INED ULEW KOTZIJ (TIERRA DE LAS FLORES),3A. CALLE 0-96 ZONA 3 SAN JUAN SACATEPÉQUEZ,66302778,JENNIFER MICHEL RIVERA AGUILAR,JACINTO MUSUS RAXÓN,OFICIAL,URBANA,MONOLINGUE,DOBLE,REGULAR,GUATEMALA OCCIDENTE
01-10-0244-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO BILINGUE BETHEL,LOTE 25 MANZANA J RESIDENCIALES EL QUETZAL,55588185,VINICIO ARNOLDO NAJERA CARDONA,JOESSELLENE HAYDEÉ MUÑOZ MAYEN,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0248-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO EVANGÉLICO JESÚS EL MESÍAS,"LOTE 15,16,17 Y 18 MANZANA G SECTOR 1 VILLA VERDE, CIUDAD QUETZAL",22113450,VINICIO ARNOLDO NAJERA CARDONA,DEYSI ROMELIA SUYÉN CANO,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0254-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO EVANGÉLICO JESÚS EL MESÍAS,"LOTE 15,16,17 Y 18 MANZANA G SECTOR 1 VILLA VERDE, CIUDAD QUETZAL",22113450,CEDWIN EUGENIO CRUZ BUCARO,DEYSI ROMELIA SUYÉN CANO,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0255-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO EVANGÉLICO JESÚS EL MESÍAS,"LOTE 15,16,17 Y 18 MANZANA G SECTOR 1 VILLA VERDE, CIUDAD QUETZAL",22113450,VINICIO ARNOLDO NAJERA CARDONA,DEYSI ROMELIA SUYÉN CANO,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0261-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),"ALDEA COMUNIDAD DE RUIZ KM. 36.5, CARRETERA A SAN RAYMUNDO. SAN JUAN SACATEPÉQUEZ",47395508,MARIA DE LOS ANGELES GONZALEZ ALDANA,OBED ELEAZAR HERNÁNDEZ SOLÍS,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0268-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTEGRAL MIXTO BELLO AMANECER,SECTOR IV SECCIÓN B CASERÍO LO DE CARRANZA SAN JUAN SACATEPÉQUEZ,47619570,MARIO ALEJANDRO NAJARRO GARCIA SALAS,NORMA FLORIDALMA MUÑOZ PINTO,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0279-46,01-639,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO DE COMPUTACIÓN CEI-PC VILLAS,LOTE 14 MANZANA 61 VILLAS DEL QUETZAL,46439849,LUDVIN RICARDO URRUTIA LORENTI,ANGÉLICA MARINA ARÉVALO CERÓN,PRIVADO,RURAL,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01-10-0280-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO PRIVADO MIXTO LA LUZ,"4TA. AVENIDA MANZANA P LOTE 11 Y 12, CIUDAD QUETZAL SAN JUAN SACATEPÉQUEZ",58427096,VINICIO ARNOLDO NAJERA CARDONA,LILIAN MARIBEL BOR,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0281-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,"INSTITUTO DE EDUCACIÓN MEDIA, CICLO DIVERSIFICADO, POR COOPERATIVA DE ENSEÑANZA GETSEMANÍ","MANZANA I, SECTOR 2, COLONIA VILLA VERDE SAN JUAN SACATEPÉQUEZ",58213510,MARIO ALEJANDRO NAJARRO GARCIA SALAS,LILIAN MARIBEL BOR,COOPERATIVA,RURAL,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0286-46,01-639,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO DE COMPUTACIÓN CEI-PC LINDA VISTA,"LOTE 19 MANZANA A, LINDA VISTA I",66104454,LUDVIN RICARDO URRUTIA LORENTI,JOSÉ DOMINGO PÉREZ MESIAS,PRIVADO,RURAL,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01-10-0287-46,01-639,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO DE COMPUTACIÓN CEI-PC LINDA VISTA,"LOTE 19 MANZANA A, LINDA VISTA I",66104454,LUDVIN RICARDO URRUTIA LORENTI,JOSÉ DOMINGO PÉREZ MESÍAS,PRIVADO,RURAL,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01-10-0292-46,01-639,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO DE COMPUTACIÓN CEI-PC VILLAS,LOTE 14 MANZANA 61 VILLAS DEL QUETZAL,46439849,LUDVIN RICARDO URRUTIA LORENTI,ANGÉLICA MARINA ARÉVALO CERÓN,PRIVADO,RURAL,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01-10-0295-46,01-649,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA PACHALÍ,CASERÍO PACHALÍ ALDEA SACSUY,57899181,YESSICA FABIOLA RAMOS MELENDEZ,KAROL MARICELA MONTOYA GARCIA,OFICIAL,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0301-46,01-602,GUATEMALA,SAN JUAN SACATEPEQUEZ,LICEO CIENTÍFICO SAN JUAN BAUTISTA,2DA. CALLE 2-10 ZONA 3,66302406,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,PEDRO HERNÁNDEZ CHURUMÍA,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0303-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO SECRETARIAL LA LUZ,"LOTE 3 MANZANA M LINDA VISTA 1, CIUDAD QUETZAL SAN JUAN SACATEPÉQUEZ",58427093,VINICIO ARNOLDO NAJERA CARDONA,LILIAN MARIBEL BOR,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0308-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO,"LOTE 11 MANZANA H, SECTOR 3-B COLONIA EL EDÉN, CIUDAD QUETZAL",55161162,VINICIO ARNOLDO NAJERA CARDONA,OSCAR RODOLFO GARZA GARCIA,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01-10-0310-46,01-401,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTELIGENCIAS MÚLTIPLES,7A. AVENIDA 7-13 ZONA 1,66695040,IXMUCANE ALDANA VILLAVICENCIO,CÉSAR ARMANDO CABRERA GARCÍA,PRIVADO,URBANA,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0312-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO COREANO AMERICANO,"MANZANA D, LOTE 1, FINCA EL REHILETE, CONDADO DE SAN JUAN. SAN JUAN SACATEPÉQUEZ",53153341,VINICIO ARNOLDO NAJERA CARDONA,KORA NOEMÍ HERNÁNDEZ AGUSTÍN,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0313-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO EVANGÉLICO JESÚS EL MESÍAS,"LOTE 15, 16, 17 Y 18 MANZANA G SECTOR 1 VILLA VERDE, CIUDAD QUETZAL.",22113450,VINICIO ARNOLDO NAJERA CARDONA,DEYSI ROMELIA SUYÉN CANO,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01-10-0316-46,01-639,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO EN COMPUTACIÓN EMANUEL,"CASERIO LOS PAJOQUES SECTOR 3, LOTE 251, ALDEA LOMA ALTA",30327412,LUDVIN RICARDO URRUTIA LORENTI,CELESTINO TURUY PAJOC,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0317-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA CARRANZA,"MANZANA 2 SECTOR C COLONIA LA BENDICIÓN DE DIOS, ALDEA CARRANZA SAN JUAN SACATEPÉQUEZ",42185018,VINICIO ARNOLDO NAJERA CARDONA,KORA NOEMÍ HERNÁNDEZ AGUSTÍN,OFICIAL,RURAL,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0322-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO LICEO TECNOLÓGICO CIUDAD QUETZAL,"LOTE 18 MANZANA 1 COLONIA CIUDAD QUETZAL Y LOTES CONTINUOS 1, 2 Y 3 MANZANA A, COLONIA PORTAL DEL QUETZAL",51175549,VINICIO ARNOLDO NAJERA CARDONA,NANCY PAOLA BOROR LÓPEZ,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0324-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO MUNICIPAL TECNOLÓGICO JUAN CARLOS PELLECER,"LOTE 1 MANZANA 8 BOSQUES DEL QUETZAL SECTOR 4, CIUDAD QUETZAL, ALDEA LO DE MEJÍA",31999345,VINICIO ARNOLDO NAJERA CARDONA,ANGELA EUGENIA CALLEJAS PAREDES,MUNICIPAL,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0326-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO OXFORD,LOTES 7 Y 8 MANZANA X2 RESIDENCIALES EL QUETZAL KM. 20.5 CARRETERA A CIUDAD QUETZAL,59993309,VINICIO ARNOLDO NAJERA CARDONA,MARCIA DE JESÚS JIMÉNEZ LÓPEZ,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0327-46,01-611,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO PRIVADO ENRIQUE NOVELLA ALVARADO,CASERÍO LAS TROJES ALDEA CRUZ BLANCA,66435600,JENNIFER MICHEL RIVERA AGUILAR,ALIDA EMELINA LORENZANA VALLE,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0330-46,01-639,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO EN COMPUTACIÓN EMANUEL,"CASERÍO LOS PAJOQUES SECTOR 3, LOTE 251, ALDEA LOMA ALTA",30327412,LUDVIN RICARDO URRUTIA LORENTI,CELESTINO TURUY PAJOC,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0332-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),ALDEA COMUNIDAD DE RUIZ KM. 36.5 CARRETERA A SAN RAYMUNDO,47395508,MARIA DE LOS ANGELES GONZALEZ ALDANA,NANCY KARINA BAC GUAT,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0335-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTERCULTURAL MONTUFAR,"ALDEA MONTUFAR, SECTOR CENTRO, LOTE 137 ZONA 0",46245777,MARIA DE LOS ANGELES GONZALEZ ALDANA,MARVIN JHONY SOTO HERRERA,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-0337-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTERCULTURAL MONTUFAR,"ALDEA MONTUFAR, SECTOR CENTRO, LOTE 137 ZONA 0",46245777,MARIA DE LOS ANGELES GONZALEZ ALDANA,GUILLERMINA DEL TRÁNSITO BAY MAYORGA,PRIVADO,RURAL,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01-10-0339-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTERCULTURAL MONTUFAR,"ALDEA MONTUFAR, SECTOR CENTRO, LOTE 137 ZONA 0",46245777,MARIA DE LOS ANGELES GONZALEZ ALDANA,GUILLERMINA DEL TRÁNSITO BAY MAYORGA,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-0341-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO NUEVOS HORIZONTES,"MANZANA 1, LOTE 16 COLONIA LA TRINIDAD, CIUDAD QUETZAL",40415308,MARIO ALEJANDRO NAJARRO GARCIA SALAS,SERGIO ORLANDO MÉNDEZ JOCOL,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-2671-46,01-649,GUATEMALA,SAN JUAN SACATEPEQUEZ,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,2A CALLE 7-23 ZONA 2,66302732,YESSICA FABIOLA RAMOS MELENDEZ,MARIA ESTELA BOJ PATZÁN,OFICIAL,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-2915-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO NUEVOS HORIZONTES,MANZANA 1 LOTE 16 LA TRINIDAD CIUDAD QUETZAL SAN JUAN SACATEPÉQUEZ,40406204,MARIO ALEJANDRO NAJARRO GARCIA SALAS,SERGIO ORLANDO MÉNDEZ JOCOL,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-7378-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO LA ESTRELLA,"MANZANA 20, LOTES 4 Y 5 COLONIA LA ESTRELLA, CIUDAD QUETZAL",58567861,MARIO ALEJANDRO NAJARRO GARCIA SALAS,MIRNA SUSANA CATALÁN,PRIVADO,RURAL,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-7539-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO ATENAS,7A. AVE. 7-13 ZONA 1,41346708,LESBIA MARICELA COTZOJAY PATZAN,VERONICA UBEDO CARRILLO,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-8313-46,01-636,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO DE COMPUTACION CEI-PC,"LOTE 19, MANZANA A, LINDA VISTA I, CIUDAD QUETZAL SAN JUAN SACATEPÉQUEZ",66647624,MARIO ALEJANDRO NAJARRO GARCIA SALAS,JOSÉ DOMINGO PÉREZ MESÍAS,PRIVADO,URBANA,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-9016-46,01-647,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO JARDINES DE SAN GABRIEL,"SECTOR B CASAS 7 Y 8, CONDOMINIO JARDINES DE SAN GABRIEL CARRETERA A CIUDAD QUETZAL KM. 22.5",52316809,VINICIO ARNOLDO NAJERA CARDONA,MADELINE LORENA SANDOVAL LÓPEZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-9211-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO ATENAS,7A. AVENIDA 7-13 ZONA 1,41346708,LESBIA MARICELA COTZOJAY PATZAN,VERONICA UBEDO CARRILLO,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-10-9545-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO DE COMPUTACION CEI-PC,"LOTE 19, MANZANA A , LINDA VISTA I",58662894,CEDWIN EUGENIO CRUZ BUCARO,JOSÉ LUIS VEGA GUEVARA,PRIVADO,RURAL,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-10-9639-46,01-602,GUATEMALA,SAN JUAN SACATEPEQUEZ,LICEO CIENTIFICO SAN JUAN BAUTISTA,"2A. CALLE 2-10, ZONA 3",66302406,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,PEDRO HERNÁNDEZ CHURUMÍA,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-11-0007-46,01-613,GUATEMALA,SAN RAYMUNDO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,5A CALLE FINAL 7-80 ZONA 2,31394708,RONY ESTUARDO AREVALO CASTILLO,ANA CAROLINA CULAJAY TOP,OFICIAL,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-11-0019-46,01-613,GUATEMALA,SAN RAYMUNDO,COLEGIO EVANGELICO BELEN,3A. AVENIDA 6-20 ZONA 1,66308985,RONY ESTUARDO AREVALO CASTILLO,ELIZABETH AJVIX LÓPEZ,PRIVADO,URBANA,MONOLINGUE,VESPERTINA,REGULAR,GUATEMALA OCCIDENTE
01-11-0022-46,01-410,GUATEMALA,SAN RAYMUNDO,COLEGIO EVANGELICO BELEN,6A CALLE 2-14,66308985,CEDWIN EUGENIO CRUZ BUCARO,ELIZABETH AJVIX LÓPEZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-11-0033-46,01-613,GUATEMALA,SAN RAYMUNDO,COLEGIO EVANGÉLICO BELÉN,6TA. CALLE 2-14 SAN RAYMUNDO,66308985,RONY ESTUARDO AREVALO CASTILLO,ELIZABETH AJVIX LÓPEZ,PRIVADO,URBANA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01-11-0039-46,01-613,GUATEMALA,SAN RAYMUNDO,COLEGIO CRISTIANO MAÑANA GLORIOSA,ALDEA LLANO DE LA VIRGEN,51663394,RONY ESTUARDO AREVALO CASTILLO,HEYSON EDMUNDO MANZO BHOR,PRIVADO,RURAL,MONOLINGUE,MATUTINA,REGULAR,GUATEMALA OCCIDENTE
